speciesKey,hasImages
5383898,yes
5681168,yes
5383896,no
5681100,yes
5680887,yes
3190008,yes
12260489,no
9070905,yes
2754476,yes
2755489,yes
2755618,yes
4937226,yes
2755005,no
2754577,no
2755586,no
2755028,no
2755195,yes
2754680,no
2755252,no
2755784,yes
2755706,yes
2755255,no
2755727,no
2754731,no
2754423,yes
2754651,yes
2754833,no
2755059,no
2755214,no
2754595,no
7705068,no
4069970,yes
4069805,no
4070543,no
7529767,no
3032960,yes
7973323,no
3032980,yes
7295796,yes
4070936,no
4070768,yes
4070710,no
7561016,no
5316421,no
5317143,no
5317107,yes
5316744,yes
5315454,yes
5315366,yes
5317521,yes
5316408,yes
5308651,yes
5317763,no
5316187,no
5315301,yes
5317287,yes
5316927,yes
5317489,yes
5315870,yes
5316317,yes
8003935,no
5316585,no
4145467,no
2703316,yes
4098506,yes
4098487,yes
4098420,no
2946825,no
2946831,yes
2946798,yes
3035049,no
3035134,yes
3035049,no
3035020,no
4001649,yes
8121249,no
12231571,no
2900952,yes
2665112,no
5350220,no
11812863,no
5350305,yes
5350303,no
5350221,no
10779326,no
5350336,yes
2942986,yes
10854344,yes
11370567,yes
10781752,yes
10717670,no
10775938,yes
11524712,no
10775938,yes
10734509,yes
10690761,yes
2971248,yes
2971312,yes
10754658,no
10685079,no
10685285,no
2971272,yes
2971272,yes
2971234,yes
11374082,yes
10866156,no
10833216,yes
10829464,yes
10875965,yes
3155178,no
3155130,yes
3155188,no
2653221,no
2653207,yes
3596656,no
9038180,no
3694784,yes
7150619,yes
3890727,no
3890741,yes
3890509,no
3890441,no
7685212,no
3084911,no
3084908,yes
8396756,yes
4028759,yes
3154499,no
3154665,no
3154495,no
3648645,no
7670032,no
4100795,no
3572800,no
2840807,yes
2840611,yes
7313778,yes
5528104,no
3152663,yes
3152666,yes
3152658,yes
3152661,yes
5602956,no
7273872,no
7273872,no
5278964,no
5279063,no
5278999,no
5278856,no
5729951,no
8028873,yes
3173137,yes
2909317,no
2891791,yes
4260812,yes
3152080,yes
4261208,no
4260147,yes
4259716,yes
4261363,no
4259769,yes
4260112,no
4260269,no
4259825,no
2540800,no
5246840,no
3986813,yes
3152195,yes
2894828,yes
3787614,no
3787288,yes
3577789,no
3577704,no
3572318,no
8040540,no
3577704,no
2667162,no
9796647,no
2874605,yes
3623176,yes
3791329,yes
3794496,no
5569039,no
5546922,yes
7503551,no
8215700,no
5546340,no
2925788,yes
4062306,yes
4001733,no
4001723,no
4001539,no
4001417,yes
2650123,yes
7326895,no
7326897,yes
2781074,yes
2781103,yes
6365806,no
8125676,yes
8297383,yes
3781640,no
3780730,no
8383653,no
8283613,no
7317926,no
8686699,no
3629643,no
5248532,no
5248508,no
3152150,no
5310564,yes
3685338,yes
7482876,no
3036467,no
3036460,no
5290179,yes
5295784,no
7424162,yes
8369675,no
8395116,no
3071171,yes
7525750,no
3152547,yes
8093304,no
7279059,yes
3152555,yes
3152559,yes
3152582,yes
9064581,yes
3941020,yes
3152583,yes
7115794,yes
11324621,no
2854416,yes
3168943,yes
3191302,yes
7317816,yes
3621199,no
3169748,yes
2827997,no
4160169,no
6135815,yes
8232232,no
8115077,no
2868580,no
4933184,no
2868708,no
4933187,no
2868580,no
3071623,yes
5669231,yes
2706056,yes
7333757,no
5564667,yes
5564628,no
5384931,yes
3039410,yes
8658195,yes
7312003,no
3574339,no
3573959,yes
3573230,yes
3573084,no
7311750,no
3572468,no
3574277,no
2984537,yes
2984535,yes
5536465,no
7286558,no
3991221,yes
7819161,no
3991114,yes
7286530,no
7448919,yes
7446415,yes
2688470,yes
7383551,yes
5380015,yes
11446635,no
3878321,no
3878251,no
3878156,no
3878122,no
2874151,no
3878048,no
2895700,yes
7318983,no
3645102,no
2985994,yes
3645376,no
2985994,yes
5329570,yes
3198487,no
6027005,no
3636515,no
8418338,yes
3639560,yes
3634833,no
6308332,no
5329272,yes
3612749,yes
5575439,no
5575310,no
7591349,no
8069897,no
10334868,yes
2705781,yes
2860119,yes
3082062,no
2904440,yes
2907324,no
8265032,yes
8222617,yes
8222617,yes
2928977,yes
3711464,no
3189479,yes
6436595,no
7948012,yes
7330142,no
3625912,no
7317960,yes
7317960,yes
3115470,yes
3139955,no
3139958,yes
3139903,yes
3139895,yes
3139807,yes
3139966,no
3139818,yes
7715188,no
7326414,yes
2687885,yes
7300847,yes
4159442,yes
4159324,no
7265816,no
2829531,yes
2828859,yes
2829357,yes
2829840,yes
2705462,yes
2860677,yes
2643285,no
2643288,no
2643258,no
2643260,no
2643307,no
5361791,yes
7329731,yes
2679386,no
3190016,yes
3708966,yes
3036057,no
2758716,yes
7883492,yes
7883492,yes
2758686,yes
2758665,yes
2758673,yes
3750410,no
2912262,yes
2916058,yes
9579208,no
9284073,no
9284073,no
2911970,yes
9264048,yes
2916110,no
10719202,no
2911992,yes
8101694,no
2915813,no
9404750,no
2915775,no
9411691,yes
2911955,yes
2915839,no
2912017,yes
2912017,yes
9469636,no
10856885,no
2959923,no
9206251,yes
3119175,yes
7287475,yes
5637355,no
5637345,no
7793512,no
7287316,no
3996804,no
5547507,yes
8215700,no
8217389,yes
8268250,no
7330177,no
3711910,yes
3714976,no
8263863,no
2668336,no
2668342,no
2900122,no
11373987,no
3777027,no
7450271,no
5275022,yes
2709295,yes
2852790,yes
7306536,yes
2926815,yes
3889017,yes
7778424,yes
8218119,no
5534173,no
5533710,no
7315806,yes
8333243,no
7939105,no
5533846,no
5534216,no
5533851,yes
7315909,yes
7154501,yes
8256372,no
5534568,no
7315854,yes
7961949,no
3592309,no
7314066,no
3592301,no
3592308,no
3592300,no
7314078,no
7314083,no
3592351,no
3592296,no
2889756,yes
5549979,yes
5549962,no
5549957,no
7326434,yes
5549987,no
2891773,yes
7309696,no
4193478,yes
4193729,no
8424006,no
2971507,yes
2972135,no
2971494,no
2971427,no
2972082,yes
2971525,yes
2971499,yes
2972323,no
2971635,yes
2971458,no
2971774,yes
2972043,yes
2971584,yes
2972275,yes
5833714,no
4154813,no
10846389,no
2963211,yes
8661547,yes
3148340,yes
3126670,no
4933624,yes
3190478,no
2925303,yes
7300666,yes
2984469,yes
4098419,no
2543474,no
5330870,yes
5337004,no
5337099,yes
5336854,no
5337238,yes
5337238,yes
5337147,yes
5336863,yes
5336863,yes
5356514,yes
3144813,yes
3144718,yes
2661140,no
3034015,yes
5420912,yes
7300476,yes
7994517,no
4160376,yes
4160417,yes
4160336,yes
4160417,yes
8338112,no
4160395,no
2702901,yes
3738444,yes
11166905,no
11208838,yes
11161239,yes
2867627,yes
3973001,yes
2537743,no
9129313,no
9031899,no
9154166,no
5465199,no
4924659,yes
3140709,no
6410563,yes
3777102,no
7263961,yes
7263961,yes
11161239,yes
10689300,yes
3784961,no
7264786,yes
4025651,no
7289990,no
7648181,yes
4024787,no
7289931,no
2650524,yes
4024491,yes
5242097,no
11131846,yes
2703873,yes
2955802,no
8114276,no
2970418,yes
5607947,yes
7307251,yes
7307077,no
7621903,yes
3152825,yes
3152873,yes
3685274,yes
3190002,yes
4178692,no
4178655,no
3033977,yes
4176811,no
7304140,yes
4175881,no
8956507,yes
4176811,no
4182444,yes
7304563,yes
7304561,no
7304473,no
7304456,no
7678553,no
5332697,no
5332931,no
8857371,no
5332934,yes
5332326,no
2733469,yes
2733400,yes
5260693,no
5409093,yes
5604907,no
5408737,yes
7373525,no
3792408,no
3792345,no
2969156,yes
5598598,yes
5598756,no
5598694,no
5598551,no
5598533,no
7272667,no
7272667,no
8153714,no
7272715,yes
5334240,yes
7272559,yes
4129475,yes
4028726,no
7290245,yes
3823889,yes
2900018,no
2784179,no
7322187,yes
8924323,yes
5420987,yes
5420987,yes
8129014,yes
5545149,no
2874601,yes
2874599,yes
5305826,no
5421047,yes
6435171,yes
3834730,no
3834748,no
3834730,no
7299714,yes
7299573,yes
2928809,yes
2532720,no
7474247,no
3885429,yes
4204693,no
7328835,no
8090622,no
5395405,yes
5395495,no
5395439,no
3640651,no
8393328,no
3639584,no
3683440,no
3172294,yes
3172294,yes
2753253,yes
2752997,yes
2753380,yes
5592834,no
3836683,no
5328736,yes
6033875,yes
5415005,yes
7630618,no
5563158,yes
5415004,yes
7370121,no
5563114,yes
5415001,yes
5421342,no
7685583,yes
8394552,yes
7304587,yes
8353374,no
7304569,yes
5685734,no
7304540,no
5685604,no
8017591,no
7304587,yes
7304430,no
5685870,no
7304428,no
10975167,yes
8172138,no
3733807,yes
3733766,yes
3171892,yes
8125066,yes
7663721,yes
7648981,no
8602699,no
11067359,yes
3733532,no
7425928,no
11084629,yes
2650772,yes
7966726,yes
7326156,yes
2873861,yes
4143825,yes
5306140,yes
5950977,no
5306098,no
5322999,yes
5323250,yes
5322976,no
5306131,no
5306206,yes
9410332,yes
9294395,yes
3702542,yes
3802772,yes
5243258,no
2535209,no
10852503,no
2930364,yes
6385660,yes
8213721,yes
2688393,yes
2688424,yes
5326154,yes
7920353,yes
3744314,yes
3744838,yes
2650436,yes
7370132,no
3744838,yes
5427065,no
7328514,yes
7328466,no
5354459,yes
4006265,no
4005921,yes
3169331,yes
4005565,yes
4005833,no
4005402,yes
4005384,no
4005004,yes
7290872,no
4007786,no
4007652,no
7290557,no
6365649,yes
6365636,no
3073960,yes
3074438,no
3074272,yes
3074007,no
3074251,yes
3074333,yes
3764424,no
7262552,no
3764318,no
9130387,no
3037402,no
3037393,no
3037404,yes
5639173,no
7287970,no
5638948,no
5638877,no
4179394,no
4178688,no
7469276,no
4178023,no
4177874,yes
7304278,yes
2883272,yes
3719799,no
3719671,no
7736989,yes
9477469,yes
3718679,no
7330858,no
7330847,no
7330845,no
7368771,no
7629259,no
3153695,yes
9605163,yes
3033905,yes
7828251,yes
3981498,yes
3981426,yes
2813396,yes
8135111,no
3745210,no
7335142,no
3745235,no
7604003,no
3745240,yes
5301462,no
2758480,yes
5301451,yes
5301424,no
5301445,yes
6441622,yes
2985939,no
2985933,yes
2985930,yes
2985940,yes
3090169,no
3874179,yes
2668059,no
2685721,yes
2685711,yes
3619255,no
3619217,no
3172561,yes
3894764,no
5310858,yes
3152102,yes
3743573,no
3743505,yes
2901155,yes
2901155,yes
2901155,yes
2901184,no
5383936,yes
5421180,yes
3169625,yes
5536025,yes
5536040,no
8386557,no
5352522,yes
5352523,yes
7279431,yes
2718767,yes
3583416,yes
9452699,yes
2714915,yes
3190508,yes
2952236,yes
8813286,no
5248629,no
7719797,no
3140510,yes
7403263,yes
7403263,yes
3140490,yes
3134219,yes
9072021,no
2874672,yes
2874524,no
2874672,yes
8452585,no
3989199,no
3988950,yes
3188725,yes
4927610,no
3188724,yes
3988234,yes
7882739,no
3098702,no
3098694,yes
3661151,yes
3126674,no
5529331,no
5529383,no
5529331,no
5529313,no
2928631,yes
2928525,yes
2928551,yes
2928531,yes
2928699,yes
8249252,no
2928545,yes
8227635,yes
2928565,yes
7740059,no
2928524,yes
2928562,yes
2928547,yes
5294824,yes
3085038,yes
5297939,yes
2544188,no
5380959,yes
4143195,yes
2543487,no
7308656,yes
8060712,yes
5608825,no
5608806,no
7274221,no
8151301,yes
8151301,yes
3115579,yes
3100745,yes
8015209,no
3115544,no
2905493,yes
2905423,no
2905600,yes
2905562,no
2905416,no
2905721,no
2905665,no
2905255,yes
2905600,yes
3682778,yes
7325895,no
3684739,no
3682067,yes
7326085,yes
3682150,no
8392779,yes
7325957,no
3172267,yes
3683063,yes
3682722,no
3682697,no
8388464,no
7587215,yes
3682207,yes
3683063,yes
3072953,yes
3072900,yes
3073017,yes
3072985,yes
3073016,yes
3054368,yes
2701311,yes
2701743,yes
2684363,yes
2684690,yes
3173105,yes
3781690,no
3772863,no
7447231,yes
5576378,no
7660234,no
3773565,no
7264292,no
7840408,yes
5378775,yes
5378750,yes
8004482,yes
5378594,no
5378588,no
5378613,no
5378663,no
5378721,yes
5378650,yes
5378668,no
5378605,yes
8004482,yes
5378500,yes
5421429,yes
3001252,no
3001244,yes
3152377,yes
3939515,no
3152775,yes
3152776,yes
3060998,yes
2885079,yes
2885150,yes
2885158,yes
3659592,no
3659566,no
3662866,no
3190640,no
3190638,yes
3662594,no
3662228,no
3152920,no
3153727,no
3153629,no
4102185,no
3596820,yes
2761352,yes
2761370,no
2688570,no
5383240,yes
2714640,no
2715877,yes
2714453,yes
7298701,yes
7298701,yes
7312245,no
3576857,no
12227408,no
7653972,yes
3574964,no
5274875,yes
3172618,yes
8370958,yes
3171304,yes
5352176,no
2965531,yes
9151957,yes
8618436,yes
3858034,no
3865034,no
5416091,yes
5415976,yes
5415885,yes
5415832,yes
5380873,yes
3662338,yes
3188511,yes
3188511,yes
3861607,yes
3188511,yes
3188511,yes
3870782,yes
3648198,no
3156594,no
3156618,no
8365307,yes
5355812,no
5355720,no
5355731,yes
5355890,no
5355767,no
5355677,yes
5355765,no
5355675,no
7629955,yes
2969284,yes
2969284,yes
7956125,no
2883768,yes
3086240,yes
2706022,yes
2706026,yes
3787999,no
2900469,yes
7461054,no
7289342,yes
5407003,yes
9381433,yes
3084611,yes
2874580,yes
2874581,yes
7317763,no
3747279,yes
2765991,no
11070196,no
8238520,no
2645228,no
2645412,no
2594602,no
5339879,yes
7735510,no
5339867,no
7356096,no
7976478,yes
5339822,no
5339822,no
7736972,no
7533157,yes
8201391,no
3054181,yes
5361889,yes
5361944,yes
7262430,no
7262379,yes
5361888,yes
3905218,yes
7309491,no
2926630,yes
8356260,yes
7960832,no
2951381,yes
2951561,no
2951361,no
2951365,yes
2951361,no
2951499,yes
2951499,yes
2951358,yes
2951398,yes
8160440,no
8364646,yes
3849681,no
3849625,no
3152036,yes
2764625,yes
2764572,no
7304495,yes
4180166,no
4180094,no
4179980,no
4179928,no
2919563,no
3702171,no
3190712,yes
5353534,yes
7264801,no
5421126,yes
2650930,yes
7317019,no
3169756,yes
2836743,yes
2836760,no
2836625,no
2836643,no
2836663,yes
2836735,yes
7263193,no
2705687,yes
2928775,yes
2928774,yes
3873399,no
5384050,no
3882132,no
3219423,no
10671196,no
9444220,yes
4178276,yes
3620237,no
3683008,yes
7326947,yes
3697240,no
7365664,no
2882422,yes
5592249,yes
5592249,yes
5341503,yes
2738422,yes
5312759,no
5312847,yes
2927097,yes
2927096,yes
3898584,yes
2927094,yes
2927100,yes
3695976,no
3617566,yes
6027314,no
5371886,yes
6027270,no
3188875,yes
3686148,yes
3686148,yes
3683091,no
5415040,yes
3683049,no
4196920,no
2732290,yes
5566677,yes
5341747,yes
6378623,no
5384142,yes
7321401,yes
2650129,yes
2650137,yes
2774193,no
2774199,no
2774242,no
2774251,yes
2774158,yes
2774189,no
2764792,yes
2764756,no
2764565,no
2764680,yes
2764739,yes
2764666,no
5594616,no
5421333,yes
8190743,yes
2762680,yes
2762920,yes
2762752,yes
3750363,no
2762752,yes
3750389,no
2762907,yes
2892564,no
2892462,no
2892462,no
3846786,no
2892654,yes
2892634,yes
2892470,yes
2892612,no
2892557,no
8251682,no
2892557,no
2892573,no
2892566,no
8399179,no
5337697,no
3745841,no
5384501,no
5391561,no
5391574,no
3745012,yes
3745012,yes
3576300,no
5361760,yes
5406817,yes
2902953,yes
3721069,no
3719723,yes
7330934,no
3702532,no
7326135,no
7326127,yes
2687767,no
2687779,yes
2687771,yes
4100198,yes
3926315,no
2858963,yes
3836590,yes
5339131,no
5339133,yes
2909933,no
3024763,no
5415356,yes
2882449,yes
5293638,no
3623479,yes
3623331,no
4177810,no
8423521,no
4180548,no
2896888,yes
8141806,no
7304510,yes
3188512,yes
3869354,no
5914287,yes
5914287,yes
7321382,no
2971041,yes
7269637,no
7269671,no
7269635,yes
7707713,yes
3152125,yes
3621425,no
5407492,no
3157419,no
3867900,yes
3866993,no
3866689,no
3865790,yes
3867465,no
3864081,no
3864878,no
3863519,no
2927208,yes
2927192,yes
2927198,yes
8707933,yes
8974899,yes
2927175,yes
3062960,yes
9270166,no
9590157,yes
5341744,yes
7324214,yes
9504389,no
9636531,yes
9452352,yes
11378775,no
9619573,yes
3881888,yes
3882008,no
7330039,yes
2908524,no
4259928,yes
3075537,no
5396042,yes
7265907,yes
2650730,yes
2650725,yes
3837694,no
3837612,no
3837596,no
7269555,no
8406468,yes
10689300,yes
2650536,yes
4024497,no
3884817,yes
7348453,yes
8285895,no
3987892,yes
7631076,no
3153099,yes
3153749,no
3152997,yes
3153515,no
3153687,no
3153460,no
5398634,yes
3156581,no
3156581,no
2774152,no
2774236,no
2774190,no
2774211,no
2774146,no
5340982,no
5340994,yes
5340801,yes
7300629,yes
7300622,no
7300607,yes
4099347,no
2954036,yes
5355540,yes
5355460,no
5355447,yes
3157920,no
3157950,no
7414934,yes
3891796,yes
3892020,no
7308026,yes
3891796,yes
2703459,yes
2703459,yes
5600809,no
3866460,yes
3866460,yes
3865497,yes
7425723,no
3172278,yes
12193232,no
7319895,yes
3645928,yes
3645975,yes
2876094,no
7473922,no
5329515,yes
2537081,no
2537689,no
8031042,no
8211958,yes
8427624,yes
2891707,yes
2904174,no
5938740,no
3188629,yes
3581762,no
3830169,no
2974683,yes
3200167,no
2909579,no
2909527,yes
2909568,no
2909494,no
2909527,yes
7316516,yes
3083486,yes
7155259,yes
5603062,yes
5372264,no
8877811,no
5372282,yes
5372237,no
5372258,no
5372258,no
5327986,no
5327407,no
5327758,no
9179088,no
5327262,yes
5327465,no
5327293,yes
7676418,no
5328456,no
9118025,no
2705141,yes
4108550,no
2705090,yes
4132778,yes
2705093,yes
4125606,yes
3071450,no
5246153,no
2888443,yes
2888439,yes
2833897,yes
2825331,yes
11058058,no
5535809,yes
5535800,no
8706839,no
6365575,no
5591147,no
9827170,no
3153077,no
3153413,no
3835649,no
7269299,no
3835430,no
3835370,no
3785626,no
7307593,yes
3778290,no
3778250,no
10951389,no
5669693,no
5295915,no
5295940,no
5295967,no
5295889,no
5295878,yes
5295889,no
5295929,yes
5295918,no
5295953,no
5357217,yes
2606268,no
2981777,yes
7317262,yes
3086784,yes
7293862,yes
5659228,no
3039209,yes
2705610,yes
2705656,yes
2705565,yes
2705622,yes
2705610,yes
2874199,yes
3586827,no
2874190,yes
2874211,yes
2874218,no
2874210,yes
7313377,no
2874183,yes
3587992,no
6058841,no
6058838,yes
4093224,no
3727084,no
3727077,yes
2924656,yes
2924801,yes
2924821,no
7776337,no
7776337,no
7693097,no
2819188,no
2819176,yes
3069168,yes
3069168,yes
3662411,no
9609002,yes
2774071,yes
2774068,no
2774071,yes
4099443,no
4100721,yes
7916114,yes
7740279,yes
4100582,no
8110229,yes
2952775,yes
3188706,yes
5671747,yes
5828197,yes
3146542,yes
3037075,no
3152140,yes
5706256,no
5706258,no
3580320,yes
7796168,yes
4256028,yes
2985709,yes
3086371,yes
3086412,yes
3086448,yes
3829373,yes
5341394,yes
5341394,yes
5341394,yes
6022628,no
6030808,no
6030808,no
2817539,yes
2817570,yes
5575270,yes
3034046,yes
7794531,no
2928859,yes
2925536,yes
7828157,yes
7387256,no
3708935,no
3727321,no
3093337,yes
3093276,no
5333350,yes
7300516,yes
5670477,yes
5361841,yes
5670102,no
7300464,no
5361830,yes
7300944,yes
8592945,yes
6027046,no
6027010,no
2739424,no
2739380,no
2739380,no
5285244,yes
5285824,yes
5284993,no
5285215,yes
5285119,yes
4183601,yes
4187904,yes
8411176,no
7305600,no
7606629,no
7712570,no
4187587,no
4191172,yes
3086338,yes
4186201,no
4191302,no
3086357,yes
4185956,no
4188298,no
3086342,yes
4191172,yes
2525455,no
3086260,yes
3086267,no
7321836,yes
2870583,yes
5347846,yes
7303859,no
4161934,no
7303830,yes
7303822,no
8677924,yes
2962831,yes
2966766,no
7273243,no
5334022,no
5334135,yes
7303104,yes
9118978,yes
3189767,yes
4097963,no
7148630,yes
4024927,yes
4024810,no
3164340,yes
5341313,yes
5341492,yes
5321422,no
3836705,no
3792354,yes
2526548,no
3132665,no
3132728,yes
3132668,yes
3082286,yes
3082282,yes
3169673,yes
3169677,yes
3169674,yes
3169674,yes
5285930,yes
5286088,yes
5286119,no
7875312,no
8336561,yes
2682988,no
4105598,yes
4105523,yes
7308947,yes
7308947,yes
2926672,no
3900110,no
3899718,no
3899613,yes
7308820,yes
4013131,yes
10868891,no
5303500,no
5303492,yes
5303488,no
7891136,yes
3648128,no
3156422,yes
7951385,no
3648917,no
3156325,yes
3156468,no
3807196,no
3085781,yes
3817423,no
3816619,no
3085381,yes
7293502,yes
7711084,yes
4049620,no
3191438,no
7293659,no
7293659,no
7293443,no
7293419,yes
3191373,yes
4051511,yes
4049324,yes
7293626,yes
4050793,yes
7293419,yes
4052167,no
2770124,yes
2770022,yes
2770228,yes
8369157,no
4034001,yes
7291589,yes
6391007,yes
2889304,yes
4036385,no
7585543,no
6391450,yes
8323622,no
4034909,no
2889262,yes
8738365,no
6391150,yes
7291547,yes
8879994,yes
4033932,no
2889229,yes
4033763,no
4033648,yes
6391194,yes
5334440,yes
4033482,yes
4033392,yes
8639412,no
7291203,yes
7537964,yes
4032517,no
4034380,yes
7291143,yes
7897412,no
7610271,no
4028577,no
9284704,no
7652320,no
3035891,yes
3035652,yes
3035681,yes
3035778,yes
4041108,yes
7319737,yes
4039606,yes
4046493,yes
2965911,yes
5829094,yes
3676901,no
5829182,no
2549306,no
7929792,no
3084700,yes
3084719,yes
3084704,yes
3084699,yes
5301162,yes
7289668,yes
5301141,yes
8228815,yes
5366582,no
5536681,no
8694659,no
5330311,yes
5330323,no
5330416,no
5330343,yes
5330394,yes
2884162,yes
7300542,yes
7300542,yes
2984383,yes
5408864,yes
5409107,yes
3898144,no
7713954,yes
3897681,no
3898091,no
3898091,no
3897681,no
3897506,no
3896962,yes
3896998,yes
7308474,no
3896151,no
7657266,yes
2925346,yes
5641841,yes
2909739,no
2858034,yes
11533784,no
11743480,no
11424159,no
5341297,yes
7818643,yes
3021409,yes
3023388,no
3022372,no
3021046,yes
8149923,yes
3022290,yes
3021120,yes
3021987,no
9450473,no
9450473,no
8082633,no
3772966,yes
3867968,no
7521283,yes
3034930,no
3034944,no
4108097,no
5420641,yes
5420380,yes
2688176,yes
8113170,no
2944683,yes
2923698,no
2920379,no
10762800,no
2902122,no
2920124,no
2923401,no
2920037,yes
2921166,no
2923582,yes
2923401,no
5275012,yes
4043279,no
5275396,yes
7310193,yes
5275404,yes
5614040,yes
3914366,yes
11253557,no
5614469,yes
5614244,no
5275415,yes
7310193,yes
5613834,yes
5613847,yes
5275398,yes
7804678,yes
3642713,no
5349242,yes
5349297,yes
3054377,yes
4205741,yes
5392205,yes
3669210,yes
5835447,yes
7718791,no
7421705,no
8186593,yes
3770405,no
2977697,no
2977636,yes
2977636,yes
2977636,yes
10790577,no
2977687,yes
5420901,yes
3076079,no
3830661,no
9227816,no
2984241,yes
2730407,yes
2730818,yes
3118284,yes
2888269,yes
3172569,yes
5648372,no
5648124,yes
7290072,yes
5647933,no
5647926,yes
5647918,yes
5647774,no
5647804,yes
5363119,yes
5362639,yes
5362786,yes
3155559,no
2542126,no
12184376,no
12246654,no
5311077,yes
2524108,no
6014310,no
2928598,yes
2928598,yes
2928534,yes
2928576,yes
5350466,yes
5350438,yes
5350452,yes
8198582,yes
7624816,no
2520519,no
2520862,no
7519086,no
3190154,yes
2765625,yes
3775841,no
3775530,no
5685056,no
5685051,no
7304665,no
5293119,yes
5293182,yes
5293121,yes
2838675,no
2838684,no
12198903,no
2534085,no
9109424,no
3000384,yes
11687463,no
5290149,yes
5290154,yes
5290149,yes
2925445,yes
5302787,yes
2762365,no
5341112,yes
3858407,no
5381567,yes
5382589,yes
5381782,no
5381460,no
5381789,no
5381660,yes
5381279,yes
5381514,yes
5382478,yes
5381534,no
5382780,yes
5382061,yes
5381590,no
2948557,yes
2948577,yes
2948568,yes
5677245,yes
5290171,yes
5290171,yes
5290168,yes
8618631,no
7795317,yes
2650532,yes
3797084,yes
5341792,yes
5341792,yes
5341784,yes
2946860,yes
3084022,yes
3084015,yes
3084022,yes
3190647,yes
3190660,yes
2877959,yes
2876873,yes
2878058,no
2879787,yes
7454619,no
12203608,no
4092587,no
4092370,yes
4092178,yes
2919363,yes
2910934,no
3846139,no
3846139,no
2919796,no
2910886,yes
2891981,yes
7276807,yes
7823272,yes
3033374,yes
7678610,yes
7678610,yes
9588039,no
9622801,no
3618324,yes
3618307,no
3618214,no
3616228,yes
3617453,no
3169787,yes
3616339,yes
3169782,yes
3616228,yes
3616215,no
3169770,yes
7323104,no
7516558,yes
2772865,yes
7265761,yes
2731082,yes
2871956,yes
2786221,yes
2889173,yes
3567756,yes
7273631,yes
8181645,no
8181645,no
3039481,yes
2733400,yes
2736747,yes
5329707,yes
5826049,yes
5329674,no
5329733,yes
5329683,no
5329755,no
5371542,yes
2888865,no
2888864,yes
7263230,yes
3086526,yes
10920169,no
3185961,no
3185980,yes
5282534,no
5282529,no
7327627,yes
7327638,yes
7327638,yes
4163870,no
4170281,yes
7328295,yes
4169836,yes
7327627,yes
7135625,no
7329102,yes
3179997,yes
4195070,yes
3190553,yes
3190553,yes
5350585,yes
5350625,yes
3114400,yes
2720668,yes
5315188,yes
6365525,yes
5380041,yes
2818868,yes
3053506,no
3053336,yes
3053159,yes
3053472,yes
7701037,yes
3004286,no
8342804,no
3005039,yes
3002751,yes
3005689,no
3003244,yes
3009087,no
3009087,no
3011488,no
3197849,no
10902460,no
3188674,yes
7122825,yes
2704075,yes
4067141,yes
3686933,no
3686955,yes
7780480,yes
7780480,yes
2892192,yes
2892190,no
3854482,no
2999072,yes
2999072,yes
8108495,yes
2990916,yes
2991304,no
2989835,yes
2993394,no
2998645,no
2989183,yes
2991314,yes
2991373,yes
2991314,yes
2990632,no
9104804,no
8234521,yes
9499508,no
7836393,no
5573538,yes
7575722,yes
5415418,yes
2888995,yes
2888951,yes
8195144,yes
2889038,yes
7291214,yes
2888980,yes
7291884,yes
4038319,no
7264305,no
3780135,no
5414601,yes
9223923,no
2551318,no
3359641,no
2551542,no
2551331,no
2551447,no
9223923,no
2551415,no
2551423,no
2551356,no
3190382,yes
8020907,no
7673811,no
8274825,no
8238324,no
2703626,yes
2599166,no
2703912,yes
2703935,yes
2703929,no
7273915,no
3876620,no
3876365,no
3039516,yes
7952995,yes
5329055,yes
5328972,yes
5328972,yes
5414293,yes
5580134,no
5372639,yes
5582578,yes
5421447,yes
7130426,yes
9278365,yes
2927064,yes
7308369,no
3891879,yes
3888263,yes
8257977,no
5579449,no
5274858,yes
2972960,yes
3856236,yes
6369819,yes
3850843,yes
3639353,yes
6027090,yes
11094726,no
10961470,no
10754273,no
11041822,no
2889785,yes
3029627,yes
7264721,no
8017915,yes
3063658,no
3054385,yes
3054418,no
3054399,yes
3085360,yes
3638241,yes
5359533,yes
9671576,yes
5359538,yes
7339073,yes
5339133,yes
3988179,no
7311731,no
3859587,no
2883657,no
3573208,no
3597414,yes
3196783,no
3196682,no
3197021,no
3197104,no
3782041,no
4178417,yes
7270803,yes
7270795,yes
9197670,yes
9378741,no
9422573,no
9255586,no
5569040,no
11251124,no
5304014,no
3032762,yes
6358362,no
5546217,yes
2873712,yes
2873716,no
2710683,yes
7953794,yes
2710499,yes
2710716,yes
5827389,yes
2710575,yes
2720239,yes
2710783,no
2712752,yes
2712534,yes
2712571,no
2712367,no
2712569,yes
5549816,yes
3074608,yes
7312404,yes
7293407,no
2874612,yes
5361983,yes
5362004,yes
3710063,yes
7329760,no
3710030,yes
7329850,yes
8296326,no
5836557,yes
7329855,yes
4940372,yes
5836522,yes
7329748,no
7822515,yes
7456426,yes
8418766,no
4940390,yes
8458690,no
2688211,yes
3710109,no
8688934,yes
3660308,no
3659611,no
7679003,no
8072672,no
5392375,yes
5405661,yes
5392375,yes
5402685,no
3107839,yes
3114151,no
3108547,no
7985572,yes
2956947,yes
2958032,yes
2958076,yes
2957241,yes
