key,nubKey,nameKey,taxonID,sourceTaxonKey,kingdom,phylum,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,datasetKey,constituentKey,parentKey,parent,scientificName,canonicalName,vernacularName,authorship,nameType,rank,origin,taxonomicStatus,nomenclaturalStatus,remarks,publishedIn,numDescendants,lastCrawled,lastInterpreted,issues,class,basionymKey,basionym
2524108,2524108,8518760,gbif:2524108,172082905.0,Fungi,Basidiomycota,Phallales,Phallaceae,Phallus,Phallus indusiatus,5,34,186,532,3292,2524102,2524108,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2524102,Phallus,Phallus indusiatus Vent.,Phallus indusiatus,Bridal Veil Stinkhorn,Vent.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1798). Mém. Inst. Nat. Sci. Arts 1: 520.,12,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:52.223+00:00,[],Agaricomycetes,,
6014310,6014310,8518991,gbif:6014310,172082852.0,Fungi,Basidiomycota,Phallales,Phallaceae,Phallus,Phallus rubicundus,5,34,186,532,3292,2524102,6014310,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2524102,Phallus,Phallus rubicundus (Bosc) Fr.,Phallus rubicundus,,(Bosc) Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1823). Syst. Mycol. (Lundae) 2(2): 284.,1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:52.189+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,6332934.0,Satyrus rubicundus Bosc
7624816,7624816,17471921,gbif:7624816,172081140.0,Fungi,Basidiomycota,Hymenochaetales,Hymenochaetaceae,Phellinopsis,Phellinopsis conchata,5,34,186,1304,8468,7435936,7624816,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7435936,Phellinopsis,Phellinopsis conchata (Pers.) Y.C.Dai,Phellinopsis conchata,,(Pers.) Y.C.Dai,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(2010). Fungal Diversity 45: 309.,1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:02.066+00:00,[],Agaricomycetes,,
2520519,2520519,8545912,gbif:2520519,172080969.0,Fungi,Basidiomycota,Hymenochaetales,Hymenochaetaceae,Phellinus,Phellinus gilvus,5,34,186,1304,8468,2520108,2520519,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2520108,Phellinus,Phellinus gilvus (Schwein.) Pat.,Phellinus gilvus,,(Schwein.) Pat.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1900). Essai Tax. Hyménomyc. (Lons-Le-Saunier): 82.,14,2023-08-22T23:20:59.545+00:00,2023-08-22T22:59:56.339+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5238119.0,Boletus gilvus Schwein.
2520862,2520862,8546060,gbif:2520862,172080764.0,Fungi,Basidiomycota,Hymenochaetales,Hymenochaetaceae,Phellinus,Phellinus igniarius,5,34,186,1304,8468,2520108,2520862,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2520108,Phellinus,Phellinus igniarius (L.) Quél.,Phellinus igniarius,Willow Bracket,(L.) Quél.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1886). Enchir. Fung. (Paris): 177.,15,2023-08-22T23:20:59.545+00:00,2023-08-22T22:59:57.365+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5237986.0,Boletus igniarius L.
7519086,7519086,41003550,gbif:7519086,172079992.0,Fungi,Basidiomycota,Hymenochaetales,Hymenochaetaceae,Tropicoporus,Tropicoporus linteus,5,34,186,1304,8468,7933662,7519086,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7933662,Tropicoporus,Tropicoporus linteus (Berk. & M.A.Curtis) L.W.Zhou & Y.C.Dai,Tropicoporus linteus,,(Berk. & M.A.Curtis) L.W.Zhou & Y.C.Dai,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"(2015). In Zhou, Vlasák, Decock, Assefa, Stenlid, Abate, Wu & Dai, Fungal Diversity 77: 344.",3,2023-08-22T23:20:59.545+00:00,2023-08-22T22:59:54.471+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5238209.0,Polyporus linteus Berk. & M.A.Curtis
2534085,2534085,17264278,gbif:2534085,172035173.0,Fungi,Basidiomycota,Agaricales,Strophariaceae,Pholiota,Pholiota adiposa,5,34,186,1499,4186,2528397,2534085,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2528397,Pholiota,Pholiota adiposa (Batsch) P.Kumm.,Pholiota adiposa,,(Batsch) P.Kumm.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1871). Führ. Pilzk. (Zerbst): 84.,4,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:02.879+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2534087.0,Agaricus adiposus Batsch
9109424,9109424,8603478,gbif:9109424,172034614.0,Fungi,Basidiomycota,Agaricales,Strophariaceae,Pholiota,Pholiota spumosa,5,34,186,1499,4186,2528397,9109424,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2528397,Pholiota,Pholiota spumosa (Fr.) Singer,Pholiota spumosa,,(Fr.) Singer,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1948). Sydowia 2(1-6): 39.,2,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:03.417+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5242706.0,Agaricus spumosus Fr.
8618631,8618631,8518890,gbif:8618631,193998158.0,Fungi,Basidiomycota,Phallales,Phallaceae,Phallus,Phallus multicolor,5,34,186,532,3292,2524102,8618631,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6,2524102,Phallus,"Phallus multicolor (Berk. & Broome) Cooke, 1882",Phallus multicolor,,"(Berk. & Broome) Cooke, 1882",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,,2,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:51.897+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,8452411.0,"Dictyophora multicolor Berk. & Broome, 1883"
3197849,3197849,12906935,gbif:3197849,117173824.0,Chromista,Ochrophyta,Scytosiphonales,Scytosiphonaceae,Rosenvingea,Rosenvingea intricata,4,98,7073593,1309,8501,3197848,3197849,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,aacd816d-662c-49d2-ad1a-97e66e2a2908,3197848,Rosenvingea,Rosenvingea intricata (J.Agardh) Børgesen,Rosenvingea intricata,,(J.Agardh) Børgesen,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:36.598+00:00,[],Phaeophyceae,,
9223923,9223923,9957199,gbif:9223923,172093269.0,Fungi,Basidiomycota,Russulales,Russulaceae,Russula,Russula adusta,5,34,186,1144,7609,2551169,9223923,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2551169,Russula,Russula adusta (Pers.) Fr.,Russula adusta,Winecork Brittlegill,(Pers.) Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1838). Epicr. Syst. Mycol. (Upsaliae): 350 (’1836-1838′).,15,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:17.856+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2551494.0,Agaricus adustus Pers.
2551318,2551318,9957824,gbif:2551318,172093117.0,Fungi,Basidiomycota,Russulales,Russulaceae,Russula,Russula alutacea,5,34,186,1144,7609,2551169,2551318,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2551169,Russula,Russula alutacea (Fr.) Fr.,Russula alutacea,,(Fr.) Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1838). Epicr. Syst. Mycol. (Upsaliae): 362 (’1836-1838′).,1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:17.659+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2551308.0,Agaricus alutaceus Fr.
3359641,3359641,18040725,gbif:3359641,142381959.0,Fungi,Basidiomycota,Russulales,Russulaceae,Russula,Russula crustosa,5,34,186,1144,7609,2551169,3359641,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2551169,Russula,"Russula crustosa Peck, 1887",Russula crustosa,Green Quilt Russula,"Peck, 1887",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,,7,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:05.171+00:00,[],Agaricomycetes,,
2551542,2551542,9958460,gbif:2551542,176059500.0,Fungi,Basidiomycota,Russulales,Russulaceae,Russula,Russula cyanoxantha,5,34,186,1144,7609,2551169,2551542,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2551169,Russula,Russula cyanoxantha (Schaeff.) Fr.,Russula cyanoxantha,Charcoal Burner,(Schaeff.) Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1863). Monogr. Hymenomyc. Suec. (Upsaliae) 2(2): 194.,24,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:20.134+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5248843.0,Agaricus cyanoxanthus Schaeff.
2551331,2551331,9958585,gbif:2551331,176059479.0,Fungi,Basidiomycota,Russulales,Russulaceae,Russula,Russula delica,5,34,186,1144,7609,2551169,2551331,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2551169,Russula,Russula delica Fr.,Russula delica,Milk White Brittlegill,Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1838). Epicr. Syst. Mycol. (Upsaliae): 350 (’1836-1838′).,7,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:20.384+00:00,[],Agaricomycetes,,
2551447,2551447,18517146,gbif:2551447,172091177.0,Fungi,Basidiomycota,Russulales,Russulaceae,Russula,Russula foetens,5,34,186,1144,7609,2551169,2551447,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2551169,Russula,Russula foetens Pers.,Russula foetens,Stinking Brittlegill,Pers.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1796). Observ. Mycol. (Lipsiae) 1: 102.,7,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:18.705+00:00,[],Agaricomycetes,,
9223923,9223923,9957199,gbif:9223923,172093269.0,Fungi,Basidiomycota,Russulales,Russulaceae,Russula,Russula adusta,5,34,186,1144,7609,2551169,9223923,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2551169,Russula,Russula adusta (Pers.) Fr.,Russula adusta,Winecork Brittlegill,(Pers.) Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1838). Epicr. Syst. Mycol. (Upsaliae): 350 (’1836-1838′).,15,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:17.856+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2551494.0,Agaricus adustus Pers.
2551415,2551415,9964483,gbif:2551415,172087339.0,Fungi,Basidiomycota,Russulales,Russulaceae,Russula,Russula vesca,5,34,186,1144,7609,2551169,2551415,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2551169,Russula,Russula vesca Fr.,Russula vesca,The Flirt,Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1836). Anteckn. Sver. Ätl. Svamp.: 51.,4,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:14.029+00:00,[],Agaricomycetes,,
2551423,2551423,9964709,gbif:2551423,172087219.0,Fungi,Basidiomycota,Russulales,Russulaceae,Russula,Russula virescens,5,34,186,1144,7609,2551169,2551423,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2551169,Russula,Russula virescens (Schaeff.) Fr.,Russula virescens,Greencracked Brittlegill,(Schaeff.) Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1836). Anteckn. Sver. Ätl. Svamp.: 50.,8,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:18.008+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2539280.0,Agaricus virescens Schaeff.
2551356,2551356,9964910,gbif:2551356,172087099.0,Fungi,Basidiomycota,Russulales,Russulaceae,Russula,Russula xerampelina,5,34,186,1144,7609,2551169,2551356,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2551169,Russula,Russula xerampelina (Schaeff.) Fr.,Russula xerampelina,Crab Brittlegill,(Schaeff.) Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1838). Epicr. Syst. Mycol. (Upsaliae): 356 (’1836-1838′).,14,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:19.958+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5241930.0,Agaricus xerampelinus Schaeff.
2599166,2599166,17620793,gbif:2599166,154768126.0,Fungi,Ascomycota,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,5,95,182,1281,4140,2518181,2599166,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2d59e5db-57ad-41ff-97d6-11f5fb264527,2518181,Saccharomyces,"Saccharomyces cerevisiae Meyen ex E.C.Hansen, 1883",Saccharomyces cerevisiae,baker's yeast,"Meyen ex E.C.Hansen, 1883",SCIENTIFIC,SPECIES,SOURCE,DOUBTFUL,[],Possible variant of Saccharomyces cerevisiae (Desm.) Meyen,,92,2023-08-22T23:20:59.545+00:00,2023-08-22T22:56:32.027+00:00,['ORTHOGRAPHIC_VARIANT'],Saccharomycetes,,
3196783,3196783,25171131,gbif:3196783,158312006.0,Chromista,Ochrophyta,Fucales,Sargassaceae,Sargassum,Sargassum aquifolium,4,98,7073593,1182,7733,3196548,3196783,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,763a8aa3-65de-443e-bd20-bbe958a1ef74,3196548,Sargassum,Sargassum aquifolium (Turner) C.Agardh,Sargassum aquifolium,,(Turner) C.Agardh,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:32.584+00:00,['ORIGINAL_NAME_DERIVED'],Phaeophyceae,3196784.0,"Fucus aquifolius Turner, 1807"
3196682,3196682,17144516,gbif:3196682,102316789.0,Chromista,Ochrophyta,Fucales,Sargassaceae,Sargassum,Sargassum flavicans,4,98,7073593,1182,7733,3196548,3196682,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9ca92552-f23a-41a8-a140-01abaa31c931,3196548,Sargassum,Sargassum flavicans (Mertens) C.Ag.,Sargassum flavicans,,(Mertens) C.Ag.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,,2,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:32.461+00:00,['ORIGINAL_NAME_DERIVED'],Phaeophyceae,3196684.0,"Fucus flavicans Mertens, 1819"
3197021,3197021,10069013,gbif:3197021,194001876.0,Chromista,Ochrophyta,Fucales,Sargassaceae,Sargassum,Sargassum henslowianum,4,98,7073593,1182,7733,3196548,3197021,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6,3196548,Sargassum,"Sargassum henslowianum C.Agardh, 1848",Sargassum henslowianum,,"C.Agardh, 1848",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:32.399+00:00,[],Phaeophyceae,,
3197104,3197104,10070602,gbif:3197104,131954123.0,Chromista,Ochrophyta,Fucales,Sargassaceae,Sargassum,Sargassum tenerrimum,4,98,7073593,1182,7733,3196548,3197104,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,1ec61203-14fa-4fbd-8ee5-a4a80257b45a,3196548,Sargassum,"Sargassum tenerrimum J.Agardh, 1848",Sargassum tenerrimum,,"J.Agardh, 1848",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:32.235+00:00,[],Phaeophyceae,,
3218108,3218108,17484602,gbif:3218108,159998786.0,Bacteria,Cyanobacteria,Cyanobacteriales,Microcoleaceae,Arthrospira,Arthrospira platensis,3,68,10774316,10793096,7941427,3218397,3218108,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,de8934f4-a136-481c-a87a-b0b202b80a31,3218397,Arthrospira,Arthrospira platensis Gomont,Arthrospira platensis,,Gomont,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,,3,2023-08-22T23:20:59.545+00:00,2023-08-22T22:52:45.845+00:00,[],Cyanobacteriia,,
2553128,2553128,10740313,gbif:2553128,176058266.0,Fungi,Basidiomycota,Russulales,Stereaceae,Stereum,Stereum hirsutum,5,34,186,1144,3279,2513764,2553128,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2513764,Stereum,Stereum hirsutum (Willd.) Pers.,Stereum hirsutum,Hairy Curtain Crust,(Willd.) Pers.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1800). Observ. Mycol. (Lipsiae) 2: 90 (’1799′).,10,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:01.732+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2553132.0,Thelephora hirsuta Willd.
7623986,7623986,18517673,gbif:7623986,172016705.0,Fungi,Basidiomycota,Boletales,Suillaceae,Suillus,Suillus bovinus,5,34,186,1063,8455,7414997,7623986,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7414997,Suillus,Suillus bovinus (L.) Roussel,Suillus bovinus,Bovine Bolete,(L.) Roussel,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1796). Fl. Calvados: 34.,5,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:57.458+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,8134831.0,Boletus bovinus L.
8146046,8146046,10876211,gbif:8146046,176033871.0,Fungi,Basidiomycota,Boletales,Suillaceae,Suillus,Suillus granulatus,5,34,186,1063,8455,7414997,8146046,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7414997,Suillus,Suillus granulatus (L.) Roussel,Suillus granulatus,Weeping Bolete,(L.) Roussel,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1796). Fl. Calvados: 34.,7,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:57.191+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,7864731.0,Boletus granulatus L.
7777157,7777157,10876528,gbif:7777157,172016417.0,Fungi,Basidiomycota,Boletales,Suillaceae,Suillus,Suillus luteus,5,34,186,1063,8455,7414997,7777157,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7414997,Suillus,Suillus luteus (L.) Roussel,Suillus luteus,Slippery Jack,(L.) Roussel,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1796). Fl. Calvados: 34.,7,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:56.811+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,7414376.0,Boletus luteus L.
